id_ppss,nom,prenom,code_mode_exercice,categorie_audit,adresse_current,code_postal_current,commune_current,departement_current,region_current,correction_type,suggested_adresse,suggested_code_postal,suggested_commune,suggested_departement,suggested_region,confidence,source,source_url,source_snippet,search_query,status,notes
10100383040,ABBOUD,SHERINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,ABBOUD SHERINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003978110,ARZIMANOGLOU,Alexandre,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,ARZIMANOGLOU Alexandre neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003181830,ATTANE,FRANCOISE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,ATTANE FRANCOISE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002344231,AUBRUN,PATRICK,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,AUBRUN PATRICK neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000331271,AUROUSSEAU-LACOMBLEZ,LUCETTE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,AUROUSSEAU-LACOMBLEZ LUCETTE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003840401,AYRIVIE,NATHALIE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,AYRIVIE NATHALIE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003219432,AZAIS,MONIQUE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,AZAIS MONIQUE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003717609,BABELON,Aleth,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BABELON Aleth neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001896512,BACRI-NADIM,DANIELE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BACRI-NADIM DANIELE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000351402,BAKCHINE,Serge,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BAKCHINE Serge neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002901485,BALAGUE,Jean Pierre,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BALAGUE Jean Pierre neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001828689,BARBIEUX VAQUEZ,Dominique,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BARBIEUX VAQUEZ Dominique neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002866209,BAREGE-NEGRE,MICHELE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BAREGE-NEGRE MICHELE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002816915,BAREILLES,FRANCIS,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BAREILLES FRANCIS neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001993475,BARRE-COIGNET,ANNICK,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BARRE-COIGNET ANNICK neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002338399,BARROCHE,GERARD,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BARROCHE GERARD neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002424975,BARTH,Pascal,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BARTH Pascal neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003850772,BASTARD,JEAN,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BASTARD JEAN neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002164886,BAUDELET,CHANTAL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BAUDELET CHANTAL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003271169,BEDOUCHA,PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BEDOUCHA PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001656973,BELLANCE,Remi,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BELLANCE Remi neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002753282,BENETIER,MARIE-PAULINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BENETIER MARIE-PAULINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003059374,BERGER,COLETTE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BERGER COLETTE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002534211,BERNAT-VIALLET,CHANTAL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BERNAT-VIALLET CHANTAL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001448264,BERROIR,Stéphane,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BERROIR Stéphane neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002522828,BERTOUT,CATHERINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BERTOUT CATHERINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002522836,BERTOUT,PHILIPPE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BERTOUT PHILIPPE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001796142,BETERMIEZ,PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BETERMIEZ PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002147857,BEURIAT,PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BEURIAT PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003759452,BILLAUD,BERNARD,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BILLAUD BERNARD neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002173879,BILLY,CHRISTOPHE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BILLY CHRISTOPHE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10102174561,BLAISE,Capucine,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BLAISE Capucine neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003043790,BLANC,ALAIN,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BLANC ALAIN neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000352053,BLAS,CATHERINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BLAS CATHERINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001453694,BLIN,Jerome,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BLIN Jerome neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002229952,BLONDEL,Maryline,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BLONDEL Maryline neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001407435,BOLLER,FRANCOIS,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BOLLER FRANCOIS neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003356861,BONNEFOI,BERNADETTE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BONNEFOI BERNADETTE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000197144,BORIE,FRANCOISE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BORIE FRANCOISE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003293395,BOSSAN,Agnes,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BOSSAN Agnes neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002537651,BOSSU-VAN NIEUWENHUYSE,CATHERINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BOSSU-VAN NIEUWENHUYSE CATHERINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000195007,BOUCHAREINE,ANNIE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BOUCHAREINE ANNIE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001633725,BOUCHE,PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BOUCHE PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002226677,BOUCHEZ,Bruno,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BOUCHEZ Bruno neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000340157,BOULU,PHILIPPE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BOULU PHILIPPE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002161155,BRECHARD,ANDRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BRECHARD ANDRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000398882,BRISSAUD-VINCENT,ETIENNE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BRISSAUD-VINCENT ETIENNE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002763000,BROCHET,Bruno,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BROCHET Bruno neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10004981493,BROSSET,CHRISTIAN,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BROSSET CHRISTIAN neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003051892,BROUSSOLLE,EMMANUEL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BROUSSOLLE EMMANUEL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003039327,BRUDON,FREDERIQUE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BRUDON FREDERIQUE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003906194,BRUN,GISELE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BRUN GISELE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002664448,BRUNET-BOURGIN,FRANCOISE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,BRUNET-BOURGIN FRANCOISE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000794841,CAMBON,HENRI,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CAMBON HENRI neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003258737,CAMPELLO,Chantal,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CAMPELLO Chantal neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003222378,CAMU,William,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CAMU William neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003218319,CARLANDER,Bertrand,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CARLANDER Bertrand neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003861449,CASTAN,Dominique,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CASTAN Dominique neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002798634,CENRAUD,BERNARD,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CENRAUD BERNARD neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003205977,CESARI,JEAN-BAPTISTE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CESARI JEAN-BAPTISTE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002143625,CHABOUD-AUDRY,DOMINIQUE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHABOUD-AUDRY DOMINIQUE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003754099,CHAINE,PASCAL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHAINE PASCAL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002974490,CHAMBEL,Catherine,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHAMBEL Catherine neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000784172,CHAMOUARD,JEAN-MARIE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHAMOUARD JEAN-MARIE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003093241,CHAMPAY,Anne-Sylvie,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHAMPAY Anne-Sylvie neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002966637,CHAN,Victor,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHAN Victor neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002105251,CHAPON,Françoise,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHAPON Françoise neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002283249,CHATELET,PASCAL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHATELET PASCAL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001717841,CHAUNU,MARIE-PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHAUNU MARIE-PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003148805,CHEUCLE,PAUL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHEUCLE PAUL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002659059,CHEVALIER,FABRICE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHEVALIER FABRICE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002897402,CHOPIN,MARIE-CHRISTINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CHOPIN MARIE-CHRISTINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10004955711,CLAPIN,ALEXIS,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CLAPIN ALEXIS neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10101498060,CLUSE,Florent,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CLUSE Florent neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000942770,COLLET,ANNE MARIE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COLLET ANNE MARIE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002204823,COMBELLES-PRUVOT,Martine,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COMBELLES-PRUVOT Martine neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000149376,COMBREDET,PATRICE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COMBREDET PATRICE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002908019,CONDE,LANCINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CONDE LANCINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003315198,CONTE-DEVOLX,JOELLE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CONTE-DEVOLX JOELLE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10101057171,COSTACHE,OANA,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COSTACHE OANA neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003742656,COSTAZ,ANNE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COSTAZ ANNE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000689975,COTE,DOMINIQUE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COTE DOMINIQUE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002618386,COTTIN-MEAR,CORINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COTTIN-MEAR CORINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002853561,COUSIN,FRANCIS,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COUSIN FRANCIS neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10101685807,COUSYN,LOUIS,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COUSYN LOUIS neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003035929,COUTURIER,JEAN CLAUDE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,COUTURIER JEAN CLAUDE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002163052,CROCHET,AGNES,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CROCHET AGNES neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003875852,CROISILE,BERNARD,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CROISILE BERNARD neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001635381,CRONERT,Elisabeth,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,CRONERT Elisabeth neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003783254,DALUZEAU,Nathalie,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DALUZEAU Nathalie neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003058293,DANJEAN,VIOLAINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DANJEAN VIOLAINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10004880851,DAO,MICHELE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DAO MICHELE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001800712,DARNE,HERVE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DARNE HERVE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001964005,DARRIET,DANIELLE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DARRIET DANIELLE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002763034,DAVERAT,Pierre,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DAVERAT Pierre neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10001329076,DAVOUS,PATRICK,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DAVOUS PATRICK neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002534195,DE BRAY,JEAN-MICHEL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DE BRAY JEAN-MICHEL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002219987,DE FACQ,PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DE FACQ PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003783494,DE LA SAYETTE,VINCENT,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DE LA SAYETTE VINCENT neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10102230587,DEBONNAIRE,Mathilde,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DEBONNAIRE Mathilde neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10000749100,DECHY,HUBERT,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DECHY HUBERT neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10003712436,DECROIX,JEAN-PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DECROIX JEAN-PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10100083848,DEIANA,GIANLUCA,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DEIANA GIANLUCA neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
10002736840,DELABROUSSE-MAYOUX,Jean-Philippe,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,,,DELABROUSSE-MAYOUX Jean-Philippe neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.
