id_ppss,nom,prenom,code_mode_exercice,categorie_audit,adresse_current,code_postal_current,commune_current,departement_current,region_current,correction_type,suggested_adresse,suggested_code_postal,suggested_commune,suggested_departement,suggested_region,confidence,source,source_url,source_snippet,search_query,status,notes,confidence_recherche,score,search_status,search_provider,source_nom,source_adresse,source_code_postal,source_commune,source_departement,source_region,source_siren,source_activite,source_rank,source_match_reason,review_reasons
10000398882,BRISSAUD-VINCENT,ETIENNE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-brissaud-vincent-etienne-83841.htm,"Découvrez tout ce que vous devez savoir sur le docteur BRISSAUD-VINCENT ETIENNE, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",BRISSAUD-VINCENT ETIENNE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur BRISSAUD-VINCENT ETIENNE Neurologue à PARIS - Médecin en France,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10004981493,BROSSET,CHRISTIAN,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10004981493/docteur-brosset-christian-neurologie,"Prenez rendez-vous avec Dr Christian BROSSET, Neurologue à en ligne. Adresse et Téléphone : ---",BROSSET CHRISTIAN neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Prendre RDV : Dr Christian BROSSET, Neurologue à",,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10003205977,CESARI,JEAN-BAPTISTE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-cesari-jean-baptiste-83148.htm,"Découvrez tout ce que vous devez savoir sur le docteur CESARI JEAN-BAPTISTE, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",CESARI JEAN-BAPTISTE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur CESARI JEAN-BAPTISTE Neurologue à MONTPELLIER - Médecin en France,,,,,,,,3,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10002143625,CHABOUD-AUDRY,DOMINIQUE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.doctovac.com/neurologue/dijon/audry-dominique/785340,Le docteur Audry Dominique est neurologue à Dijon : rendez-vous pour une consultation de neurologie à son cabinet rd-pt nation Dijon 21000.,CHABOUD-AUDRY DOMINIQUE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,47,non_sure,duckduckgo,"Dr Audry Dominique, neurologue à Dijon 21000 - doctovac.com",,21000,Dijon,,,,,1,nom partiel (1/2); profession neurologue détectée; localité extraite du snippet,pas_adresse_extraite;localite_absente;score_faible;nom_partiel;annuaire_medical
10002105251,CHAPON,Françoise,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://agenda.direct/rendez-vous/francoise-chapon/caen/10002105251,"Dr Françoise CHAPON Neurologie Données issues des registres publics des professionnels de santé, mises à jour régulièrement. Les coordonnées de ce praticien ne sont pas encore disponibles.",CHAPON Françoise neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Dr Françoise CHAPON - Neurologie -,,,,,,,,4,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10002897402,CHOPIN,MARIE-CHRISTINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10002897402/docteur-chopin-marie-christine-neurologie,"Présentation : Neurologue Dr Marie-christine CHOPIN (Neurologue) exerce son activité à 1 adresse : - , La neurologie est une spécialité médicale centrée sur l'étude et le traitement des pathologies et affections pouvant toucher le système nerveux central constitué du cerveau et de la moelle épinière ou le système nerveux périphérique constitué de racines et des nerfs.",CHOPIN MARIE-CHRISTINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"PRENEZ RDV : Dr Marie-christine CHOPIN, Neurologue à",,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10004955711,CLAPIN,ALEXIS,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10004955711/docteur-clapin-alexis-neurologie,"Prenez rendez-vous avec Dr Alexis CLAPIN, Neurologue à en ligne. Adresse et Téléphone : ---",CLAPIN ALEXIS neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Prendre RDV : Dr Alexis CLAPIN, Neurologue à - Mablouseblanche",,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10101498060,CLUSE,Florent,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.doctolib.fr/neurologue/saint-maur-des-fosses/florent-thabuy,"Prenez RDV en ligne avec Dr Florent THABUY: Neurologue, Conventionné secteur 2. Adresse : 63-65 Avenue de la République, 94100 Saint-Maur-des-Fossés.",CLUSE Florent neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Dr Florent THABUY, Neurologue à Saint-Maur-des-Fossés - Doctolib",63-65 Avenue de la République,94100,Saint-Maur-des-Fossés,,,,,1,nom partiel (1/2); profession neurologue détectée; localité extraite du snippet; source officielle ou annuaire médical connu,pas_adresse_extraite;localite_absente;nom_partiel;annuaire_medical
10003315198,CONTE-DEVOLX,JOELLE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10003315198/docteur-conte-devolx-joelle-neurologie,"Prenez rendez-vous avec Dr Joelle CONTE-DEVOLX, Neurologue à en ligne. Adresse et Téléphone : ---",CONTE-DEVOLX JOELLE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Prendre RDV : Dr Joelle CONTE-DEVOLX, Neurologue à",,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10001635381,CRONERT,Elisabeth,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10001635381/docteur-cronert-elisabeth-neurologie,"Prenez rendez-vous avec Dr Elisabeth CRONERT, Neurologue à en ligne. Adresse et Téléphone : ---",CRONERT Elisabeth neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Prendre RDV : Dr Elisabeth CRONERT, Neurologue à",,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10004880851,DAO,MICHELE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10004880851/docteur-dao-michele-neurologie,"PRENEZ RENDEZ-VOUS avec Dr Michele DAO, Neurologue à en ligne. Adresse et Téléphone : ---",DAO MICHELE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"PRENEZ RDV : Dr Michele DAO, Neurologue à - Mablouseblanche",,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10001800712,DARNE,HERVE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-darne-herve-83338.htm,"Découvrez tout ce que vous devez savoir sur le docteur DARNE HERVE, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",DARNE HERVE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur DARNE HERVE Neurologue à BEAUVAIS - Médecin en France,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10001964005,DARRIET,DANIELLE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-darriet-danielle-84526.htm,"Découvrez tout ce que vous devez savoir sur le docteur DARRIET DANIELLE, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",DARRIET DANIELLE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur DARRIET DANIELLE Neurologue à ST ANDRE DE L EURE - Médecin en ...,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10001329076,DAVOUS,PATRICK,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-davous-patrick-83825.htm,"Découvrez tout ce que vous devez savoir sur le docteur DAVOUS PATRICK, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",DAVOUS PATRICK neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur DAVOUS PATRICK Neurologue à PARIS - Médecin en France,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10002534195,DE BRAY,JEAN-MICHEL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10002534195/docteur-de-bray-jean-michel-neurologie,"Prenez rendez-vous avec Dr Jean-michel DE BRAY, Neurologue à en ligne. Adresse et Téléphone : ---",DE BRAY JEAN-MICHEL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Prendre RDV : Dr Jean-michel DE BRAY, Neurologue à",,,,,,,,1,nom concordant (3/3); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10102230587,DEBONNAIRE,Mathilde,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://monsuivimedical.fr/praticien/neurologue-mathilde-debonnaire,Fiche neurologue : Docteur DEBONNAIRE Mathilde à (). Informations issues des données publiques RPPS.,DEBONNAIRE Mathilde neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur DEBONNAIRE Mathilde — Neurologue à | MonSuiviMédical,,,,,,,,2,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10100083848,DEIANA,GIANLUCA,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-deiana-gianluca-84149.htm,"Découvrez tout ce que vous devez savoir sur le docteur DEIANA GIANLUCA, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",DEIANA GIANLUCA neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur DEIANA GIANLUCA Neurologue à LYON - Médecin en France,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10001507614,DELRIEU,OLIVIER,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10001507614/docteur-delrieu-olivier-neurologie,"Prenez rendez-vous avec Dr Olivier DELRIEU, Neurologue à en ligne. Adresse et Téléphone : ---",DELRIEU OLIVIER neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Prendre RDV : Dr Olivier DELRIEU, Neurologue à - Mablouseblanche",,,,,,,,2,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10002862315,DEMONET,JEAN-FRANCOIS,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://cnemj.fr/experts/demonet-jean-francois/,Neurologie F.1.21. Ophtalmologie médicale F.1.22. Oto-rhino-laryngologie (ORL) médicale F.1.24. Pédiatrie F.1.26. Pneumologie F.1.27. Rhumatologie F.1.3. Anesthésiologie et réanimation F.1.5. Cancérologie - Médico-chirurgicale et traitements adjuvants F.1.7. Dermatologie - Vénérologie F.1.8. Endocrinologie et maladies métaboliques ...,DEMONET JEAN-FRANCOIS neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,35,non_sure,duckduckgo,DEMONET Jean-François - Compagnie Nationale des Experts Médecins de Justice,,,,,,,,3,nom partiel (1/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;score_faible;nom_partiel;source_non_referencee
10101757036,DENEVA,Vanya,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10101757036/docteur-deneva-vanya-neurologie,"Prenez rendez-vous avec Dr Vanya DENEVA, Neurologue à en ligne. Adresse et Téléphone : ---",DENEVA Vanya neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Prendre RDV : Dr Vanya DENEVA, Neurologue à - Mablouseblanche",,,,,,,,2,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10000232602,DENVIL,DOMINIQUE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-denvil-dominique-85050.htm,"Découvrez tout ce que vous devez savoir sur le docteur DENVIL DOMINIQUE, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",DENVIL DOMINIQUE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur DENVIL DOMINIQUE Neurologue à PARIS - Médecin en France,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10001384378,DESI-FRIBOURG,MARTINE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10001384378/docteur-desi-fribourg-martine-neurologie,"Présentation : Neurologue Dr Martine DESI-FRIBOURG (Neurologue) exerce son activité à 1 adresse : - , La neurologie est une spécialité médicale centrée sur l'étude et le traitement des pathologies et affections pouvant toucher le système nerveux central constitué du cerveau et de la moelle épinière ou le système nerveux périphérique constitué de racines et des nerfs.",DESI-FRIBOURG MARTINE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"PRENEZ RDV : Dr Martine DESI-FRIBOURG, Neurologue à",,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10005164248,DEWISPELAERE,François,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.doctolib.fr/neurologue/saint-paul-en-foret/francois-dewispelaere,"Prenez RDV en ligne avec Dr Francois Dewispelaere: Neurologue. Adresse : 436 Peymeyan, 83440 Saint-Paul-en-Forêt.",DEWISPELAERE François neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"Dr Francois Dewispelaere, Neurologue à Saint-Paul-en-Forêt - Doctolib",,83440,Saint-Paul-en-Forêt,,,,,1,nom partiel (1/2); profession neurologue détectée; localité extraite du snippet; source officielle ou annuaire médical connu,pas_adresse_extraite;localite_absente;nom_partiel;annuaire_medical
10002230547,DUBOIS,François,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://agenda.direct/rendez-vous/francois-dubois/lille/10002230547,"Dr François DUBOIS Neurologie Données issues des registres publics des professionnels de santé, mises à jour régulièrement. Les coordonnées de ce praticien ne sont pas encore disponibles.",DUBOIS François neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Dr François DUBOIS - Neurologie -,,,,,,,,2,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10004871066,EL KALLAB,KAMAL,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.mablouseblanche.fr/pro/A10004871066/docteur-el-kallab-kamal-neurologie,"Présentation : Neurologue Dr Kamal EL KALLAB (Neurologue) exerce son activité à 1 adresse : - , La neurologie est une spécialité médicale centrée sur l'étude et le traitement des pathologies et affections pouvant toucher le système nerveux central constitué du cerveau et de la moelle épinière ou le système nerveux périphérique constitué de racines et des nerfs.",EL KALLAB KAMAL neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,"PRENEZ RDV : Dr Kamal EL KALLAB, Neurologue à - Mablouseblanche",,,,,,,,1,nom concordant (3/3); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10003762308,ESCAILLAS,JEAN-PIERRE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://agenda.direct/rendez-vous/jean-pierre-escaillas/montlucon-03109/neurologie/10003762308,"Le Docteur Jean Pierre Escaillas, Neurologie, vous souhaite la bienvenue dans son cabinet médical à Montluçon. Situé au 18 Avenue Du 8 Mai 1945 Montluçon 03109, le cabinet médical du Dr Jean Pierre Escaillas propose des disponibilités de rendez-vous médicaux pour vous recevoir. Le Docteur Jean Pierre Escaillas, Neurologie, pratique son activité médicale en région Auvergne rhone ...",ESCAILLAS JEAN-PIERRE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,47,non_sure,duckduckgo,Jean Pierre ESCAILLAS - Neurologie à Montluçon - RDV,18 Avenue Du 8 Mai 1945 Montluçon,03109,Montluçon,,,,,1,nom partiel (1/2); profession neurologue détectée; localité extraite du snippet,pas_adresse_extraite;localite_absente;score_faible;nom_partiel;annuaire_medical
10003891974,FAILLIE,XAVIER,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.medecinfrance.com/medecin/medecin-faillie-xavier-84218.htm,"Découvrez tout ce que vous devez savoir sur le docteur FAILLIE XAVIER, ses spécialités, coordonnées, horaires de travail, recommandations des patients...",FAILLIE XAVIER neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Docteur FAILLIE XAVIER Neurologue à PERPIGNAN - Médecin en France,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;annuaire_medical
10100844710,FAZEKAS,FERENC,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.doklist.com/en/d25950/,"Make an appointment for free, no fine print. Dr. Fazekas Ferenc, trusted reviews from real patients. Working hours and directions.",FAZEKAS FERENC neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,40,non_sure,duckduckgo,"Dr. Fazekas Ferenc Neurologist private practice Budapest, XIII ...",,,,,,,,1,nom concordant (2/2),pas_adresse_extraite;localite_absente;score_faible;source_non_referencee
10004990825,FELTEN,DOMINIQUE,,mode_vide_adresse_departement_vides,,,,,,adresse_to_search,,,,,,ambigu,to_verify_external_search,https://www.frcneurodon.org/acteurs/dominique-felten/,"Dominique FELTEN, administrateur. Il est actuellement Vice-Président de la FFRE. Médecin neurologue de formation, chef de service hospitalier puis directeur d'hôpital, il a notamment dirigé l'hôpital militaire du Val-de-Grâce. Aujourd'hui, il est directeur de l'Institut de recherche biomédicale des armées, à Brétigny sur Orge.",FELTEN DOMINIQUE neurologue,to_verify,Aucune suggestion déterministe ; recherche externe requise.,non_sure,55,non_sure,duckduckgo,Dominique FELTEN - Fondation pour la Recherche sur le Cerveau,,,,,,,,1,nom concordant (2/2); profession neurologue détectée,pas_adresse_extraite;localite_absente;source_non_referencee
